date;heure;latitude;longitude;height;Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio;temps;distance;vitesse;tension;courant;frein;omega;couple;accel;theta
2024/06/13;14:02:55.197;48.658404443;6.138874793;410.9531;2;14;0.0467;0.0507;0.0926;0.0076;0.0234;-0.0437;0.2;1.1;478.20000002098084;3109.396429428274;5.046199409337717;356.5;-65.15;1.0;1432.0;5039.0;-0.567933530220761;0.04640920943826277
2024/06/13;14:02:55.297;48.658401902;6.1388701;410.9771;2;14;0.0467;0.0506;0.0925;0.0076;0.0233;-0.0437;0.3;1.1;478.30000002098086;3109.9269849838297;5.305555555555556;355.26818162734475;-65.15;1.0;1432.0;5039.0;-0.48148148148148123;0.04569859779946648
2024/06/13;14:02:55.397;48.658399297;6.138865283;410.9916;2;13;0.0467;0.0506;0.0927;0.0078;0.0231;-0.0439;0.4;1.1;478.4000000209808;3110.4575405393853;5.305555555555556;355.0;-88.9;1.0;1438.3099376481546;5039.0;-0.48148148148148123;0.04484106185807836
2024/06/13;14:02:55.497;48.658396649;6.138860472;411.0105;2;13;0.0467;0.0506;0.0927;0.008;0.0229;-0.0439;0.5;1.1;478.50000002098085;3110.988096094941;5.305555555555556;355.0;-88.9;1.0;1545.6991002097689;5039.0;-0.48148148148148123;0.04431126020048985
2024/06/13;14:02:55.597;48.658393926;6.138855459;411.0277;2;13;0.0467;0.0506;0.0927;0.0081;0.0229;-0.044;0.6;1.1;478.6000000209808;3111.5186516504964;5.305555555555556;355.0;-88.9;1.0;1650.0;5045.770794664937;-0.12037037037036995;0.043626045463728655
2024/06/13;14:02:55.697;48.658391223;6.138850383;411.04;2;13;0.0467;0.0505;0.0926;0.0081;0.0228;-0.044;0.7;1.1;478.70000002098084;3112.077266334673;5.586146841764555;355.0;-88.9;1.0;1650.0;5225.0;-0.02683994163403695;0.04272479727173429
2024/06/13;14:02:55.797;48.658388416;6.13884517;411.0508;2;13;0.0467;0.0505;0.0925;0.0082;0.0228;-0.044;0.8;1.2;478.80000002098086;3112.699488556895;6.222222222222221;354.1177736994899;-88.9;1.0;1650.0;5225.0;0.18518518518518512;0.0412476403088707
2024/06/13;14:02:55.897;48.658385469;6.138839712;411.0808;2;13;0.0467;0.0505;0.0925;0.0082;0.0227;-0.0441;0.9;1.2;478.9000000209808;3113.321710779117;6.222222222222221;353.5;-103.22443147961961;1.0;1650.0;5225.0;0.18518518518518512;0.041290235141748455
2024/06/13;14:02:55.997;48.658382366;6.138834054;411.1212;2;14;0.0467;0.0504;0.0924;0.0082;0.0227;-0.044;0.0;1.1;479.00000002098085;3113.9439330013392;6.222222222222221;353.5;-105.15;1.0;1790.6548505302474;5225.0;0.40439074022313104;0.04160241455318915
2024/06/13;14:02:56.097;48.658379281;6.138828295;411.1451;2;14;0.0466;0.0504;0.0924;0.0082;0.0226;-0.044;0.1;1.1;479.1000000209808;3114.566155223561;6.222222222222221;353.5;-105.15;1.0;1893.0;5025.979865194345;0.47222222222222204;0.041010242904068586
2024/06/13;14:02:56.197;48.658376082;6.138822287;411.1699;2;14;0.0466;0.0503;0.0923;0.0082;0.0226;-0.0441;0.2;1.1;479.20000002098084;3115.248628123865;6.8247290030380015;353.5;-105.15;1.0;1893.0;4755.0;0.673057815827482;0.040121249006246994
2024/06/13;14:02:56.297;48.658372728;6.138816095;411.1936;2;14;0.0465;0.0503;0.0922;0.0082;0.0226;-0.0441;0.3;1.2;479.30000002098086;3115.9569614571983;7.083333333333333;353.0072066177786;-105.15;1.0;1893.0;4755.0;0.7592592592592592;0.038980915829775156
2024/06/13;14:02:56.397;48.658369249;6.138809742;411.2249;2;15;0.0464;0.0502;0.0919;0.0079;0.0228;-0.0439;0.4;1.2;479.4000000209808;3116.6652947905313;7.083333333333333;353.0;-93.15;1.0;1922.5375991116057;4755.0;0.7867494620984127;0.03855242962664919
2024/06/13;14:02:56.497;48.658365738;6.138803179;411.2523;2;15;0.0464;0.0502;0.0918;0.0079;0.0227;-0.0439;0.5;1.2;479.50000002098085;3117.373628123865;7.083333333333333;353.0;-93.15;1.0;2071.1487102227447;4755.0;0.9444444444444443;0.03835659410824068
2024/06/13;14:02:56.597;48.658362131;6.138796428;411.281;2;15;0.0464;0.0501;0.0918;0.0079;0.0227;-0.0439;0.6;1.2;479.6000000209808;3118.081961457198;7.083333333333333;353.0;-93.15;1.0;2107.0;4014.7248825157194;0.9444444444444443;0.03891707158697757
2024/06/13;14:02:56.697;48.65835844;6.138789482;411.3107;2;15;0.0464;0.0501;0.0917;0.0079;0.0227;-0.0439;0.7;1.2;479.70000002098084;3118.8514059016425;7.694444444444444;353.22627553957585;-93.15;1.0;2107.0;3994.0;1.148148148148148;0.03897848810831237
2024/06/13;14:02:56.797;48.658354678;6.138782321;411.3415;2;15;0.0463;0.05;0.0917;0.0079;0.0226;-0.0439;0.8;1.2;479.80000002098086;3119.620850346087;7.694444444444444;354.0;-90.96323807100853;1.0;2107.0;3994.0;1.148148148148148;0.03914681910361313
2024/06/13;14:02:56.897;48.658350799;6.13877494;411.372;2;15;0.0463;0.05;0.0916;0.0079;0.0225;-0.0439;0.9;1.1;479.9000000209808;3120.3902947905312;7.694444444444444;354.0;-88.65;1.0;2181.4357919277827;3994.0;1.169172390779722;0.03862641667839126
2024/06/13;14:02:56.997;48.658346842;6.13876738;411.3991;2;15;0.0463;0.05;0.0916;0.0079;0.0225;-0.0439;0.0;1.1;480.00000002098085;3121.159739234976;7.694444444444444;354.0;-88.65;1.0;2284.0;3903.6322624879917;1.194444444444444;0.03851865402493598
2024/06/13;14:02:57.097;48.658342765;6.138759663;411.4414;2;15;0.0463;0.0499;0.0915;0.0079;0.0225;-0.0438;0.1;1.1;480.1000000209808;3121.9607494736465;8.010102386710967;354.0;-88.65;1.0;2284.0;3611.0;1.299663758533285;0.039611813941256686
2024/06/13;14:02:57.197;48.658338671;6.13875188;411.4663;2;14;0.0463;0.0499;0.0917;0.0082;0.0222;-0.044;0.2;1.1;480.20000002098084;3122.782971695869;8.222222222222223;354.4797127767957;-88.65;1.0;2284.0;3611.0;1.3703703703703705;0.03885461180965468
2024/06/13;14:02:57.297;48.658334447;6.138743939;411.4889;2;14;0.0463;0.0499;0.0917;0.0083;0.022;-0.0441;0.3;1.1;480.30000002098086;3123.6051939180916;8.222222222222223;354.5;-79.65;1.0;2304.8147802703315;3611.0;1.3703703703703705;0.0388174939590023
2024/06/13;14:02:57.397;48.658330189;6.138735807;411.5197;2;14;0.0463;0.0498;0.0917;0.0084;0.0219;-0.0441;0.4;1.1;480.4000000209808;3124.4274161403137;8.222222222222223;354.5;-79.65;1.0;2409.5391897191066;3611.0;1.2962962962962967;0.038220059207378795
2024/06/13;14:02:57.497;48.658325824;6.138727535;411.5409;2;14;0.0463;0.0498;0.0917;0.0084;0.0219;-0.0441;0.5;1.1;480.50000002098085;3125.2570506315674;8.296344912534853;354.5;-79.65;1.0;2417.0;3131.0;1.3210038597338398;0.03809190229535592
2024/06/13;14:02:57.597;48.658321368;6.138719154;411.5796;2;14;0.0463;0.0498;0.0916;0.0084;0.0218;-0.0441;0.6;1.1;480.6000000209808;3126.120939520456;8.63888888888889;354.2152716855042;-79.65;1.0;2417.0;3131.0;1.4351851851851853;0.03830086055409753
2024/06/13;14:02:57.697;48.658316893;6.138710665;411.6175;2;14;0.0463;0.0497;0.0916;0.0085;0.0217;-0.0441;0.7;1.1;480.70000002098084;3126.984828409345;8.63888888888889;354.0;-76.88256578633576;1.0;2417.0;3131.0;1.4351851851851853;0.0380210790887112
2024/06/13;14:02:57.797;48.658312316;6.138702026;411.6585;2;14;0.0463;0.0497;0.0916;0.0085;0.0216;-0.0442;0.8;1.1;480.80000002098086;3127.848717298234;8.63888888888889;354.0;-76.65;1.0;2488.610361202274;3131.0;1.3055555555555556;0.03819758238951478
2024/06/13;14:02:57.897;48.658307734;6.138693285;411.6954;2;14;0.0463;0.0497;0.0916;0.0085;0.0216;-0.0442;0.9;1.1;480.9000000209808;3128.7126061871227;8.63888888888889;354.0;-76.65;1.0;2536.0;2987.438622706002;1.3055555555555556;0.038761728820793
2024/06/13;14:02:57.997;48.658303127;6.138684436;411.7244;2;15;0.0462;0.0496;0.0915;0.0085;0.0215;-0.0441;0.0;1.1;481.00000002098085;3129.612078949718;8.994727625954209;354.0;-76.65;1.0;2536.0;2896.0;1.424168467910662;0.03873019574415618
2024/06/13;14:02:58.097;48.658298437;6.138675509;411.7543;2;15;0.0462;0.0496;0.0914;0.0085;0.0215;-0.0441;0.1;1.1;481.1000000209808;3130.5120789497178;9.0;355.0;-75.80301042701717;1.0;2536.0;2896.0;1.4259259259259258;0.03772907316679081
2024/06/13;14:02:58.197;48.65829367;6.138666418;411.7966;2;15;0.0462;0.0495;0.0914;0.0085;0.0214;-0.0441;0.2;1.1;481.20000002098084;3131.412078949718;9.0;355.0;-73.15;1.0;2561.7751655734114;2896.0;1.3179335302207609;0.03829492414487001
2024/06/13;14:02:58.297;48.658288818;6.138657315;411.8369;2;15;0.0461;0.0495;0.0913;0.0085;0.0214;-0.0441;0.3;1.1;481.30000002098086;3132.312078949718;9.0;355.0;-73.15;1.0;2624.8324904141973;2896.0;1.2314814814814812;0.03839061642625578
2024/06/13;14:02:58.397;48.658283929;6.138648104;411.8702;2;15;0.0461;0.0494;0.0912;0.0085;0.0214;-0.044;0.4;1.1;481.4000000209808;3133.214589961524;9.025110118061939;355.0;-73.15;1.0;2635.0;2675.0;1.2398515208354608;0.03858865168907541
2024/06/13;14:02:58.497;48.658278986;6.138638765;411.9095;2;15;0.0461;0.0494;0.0912;0.0084;0.0214;-0.044;0.5;1.1;481.50000002098085;3134.1479232948573;9.333333333333334;355.17642890902874;-73.15;1.0;2635.0;2675.0;1.3425925925925926;0.03879773667629598
2024/06/13;14:02:58.597;48.658273998;6.138629408;411.9533;2;15;0.046;0.0494;0.0911;0.0084;0.0214;-0.044;0.6;1.1;481.6000000209808;3135.08125662819;9.333333333333334;355.5;-69.27097082329307;1.0;2635.0;2675.0;1.3425925925925926;0.03926239636157204
2024/06/13;14:02:58.697;48.658268974;6.138619927;412.0032;2;15;0.046;0.0493;0.091;0.0083;0.0214;-0.0439;0.7;1.1;481.70000002098084;3136.0145899615236;9.333333333333334;355.5;-68.15;1.0;2687.513958620538;2675.0;1.2490621638562596;0.04021672057907629
2024/06/13;14:02:58.797;48.658263975;6.138610354;412.0438;2;15;0.046;0.0493;0.091;0.0083;0.0213;-0.0439;0.8;1.1;481.80000002098086;3136.947923294857;9.333333333333334;355.5;-68.15;1.0;2720.0;2569.6817168910056;1.0370370370370374;0.04092822832141875
2024/06/13;14:02:58.897;48.658258899;6.138600741;412.0793;2;15;0.046;0.0492;0.0909;0.0083;0.0213;-0.0439;0.9;1.1;481.9000000209808;3137.903369212882;9.554459180252657;355.5;-68.15;1.0;2720.0;2502.0;1.1107456526768118;0.04059739840422205
2024/06/13;14:02:58.997;48.658253744;6.138590993;412.1239;2;15;0.0459;0.0492;0.0908;0.0083;0.0213;-0.0438;0.0;1.1;482.00000002098085;3138.8617025462154;9.583333333333334;355.5;-71.76766590869978;1.0;2720.0;2502.0;1.120370370370371;0.04021866017705724
2024/06/13;14:02:59.097;48.658248598;6.138581173;412.1692;2;15;0.0459;0.0492;0.0908;0.0083;0.0212;-0.0438;0.1;1.1;482.1000000209808;3139.8200358795484;9.583333333333334;355.5;-74.4;1.0;2739.137608983809;2502.0;1.120370370370371;0.040529976231305324
2024/06/13;14:02:59.197;48.658243526;6.138571311;412.2027;2;15;0.0459;0.0491;0.0907;0.0083;0.0212;-0.0438;0.2;1.1;482.20000002098084;3140.778369212882;9.583333333333334;355.5;-74.4;1.0;2795.63111547733;2502.0;0.9195347767651109;0.040432730044442484
2024/06/13;14:02:59.297;48.658238279;6.138561292;412.2376;2;14;0.0459;0.0491;0.0907;0.0084;0.0212;-0.0438;0.3;1.1;482.30000002098086;3141.7433134238468;9.649442109648055;355.5;-74.4;1.0;2807.0;2814.0;0.8553695921049073;0.040464433830734586
2024/06/13;14:02:59.397;48.658233013;6.138551186;412.2812;2;14;0.0459;0.0491;0.0907;0.0085;0.0211;-0.0438;0.4;1.1;482.4000000209808;3142.7322023127354;9.88888888888889;355.0079016756139;-74.4;1.0;2807.0;2814.0;0.9351851851851855;0.04050048476537119
2024/06/13;14:02:59.497;48.658227801;6.13854099;412.3239;2;14;0.0459;0.049;0.0907;0.0085;0.021;-0.0438;0.5;1.1;482.50000002098085;3143.7210912016244;9.88888888888889;354.5;-78.87124238769495;1.0;2807.0;2814.0;0.9351851851851855;0.04064944327507002
2024/06/13;14:02:59.597;48.658222538;6.138530815;412.3642;2;14;0.0459;0.049;0.0906;0.0085;0.021;-0.0438;0.6;1.1;482.6000000209808;3144.709980090513;9.88888888888889;354.5;-80.15;1.0;2855.564144086866;2814.0;0.9351851851851855;0.0406565401071263
2024/06/13;14:02:59.697;48.65821725;6.138520558;412.402;2;15;0.0454;0.0489;0.0902;0.0082;0.0211;-0.0431;0.7;1.1;482.70000002098084;3145.698868979402;9.88888888888889;354.5;-80.15;1.0;2899.0;2798.933097331389;0.7314814814814818;0.040625795821100937
2024/06/13;14:02:59.797;48.658211953;6.138510236;412.4416;2;13;0.0457;0.0489;0.0906;0.0086;0.0207;-0.0436;0.8;1.1;482.80000002098086;3146.7094596125626;10.10590633160429;354.5;-80.15;1.0;2899.0;2768.0;0.803820629053282;0.04058886156995159
2024/06/13;14:02:59.897;48.658206656;6.138499807;412.4799;2;13;0.0459;0.0489;0.0908;0.0089;0.0205;-0.0439;0.9;1.1;482.9000000209808;3147.734459612562;10.25;354.5;-80.03891005221534;1.0;2899.0;2768.0;0.8518518518518521;0.040494721800643466
2024/06/13;14:02:59.997;48.658201321;6.138489256;412.506;2;13;0.0459;0.0489;0.0908;0.0089;0.0204;-0.044;0.0;1.1;483.00000002098085;3148.7594596125623;10.25;354.5;-79.9;1.0;2907.307784438815;2768.0;0.8518518518518521;0.04008399696510933
2024/06/13;14:03:00.097;48.658195942;6.138478663;412.5403;2;13;0.0459;0.0488;0.0907;0.0089;0.0204;-0.044;0.1;1.1;483.1000000209808;3149.784459612562;10.25;354.5;-79.9;1.0;2967.1803959037697;2768.0;0.746632537763011;0.03947457586056205
2024/06/13;14:03:00.197;48.658190534;6.138467921;412.5773;2;14;0.0458;0.0488;0.0907;0.0089;0.0203;-0.0439;0.2;1.1;483.20000002098084;3150.809459612562;10.25;354.5;-79.9;1.0;2993.0;2734.882464419995;0.6759259259259256;0.03962032646392883
2024/06/13;14:03:00.297;48.658185106;6.138457093;412.6247;2;14;0.0458;0.0488;0.0906;0.0089;0.0202;-0.044;0.3;1.1;483.30000002098086;3151.8669078490734;10.574482365110464;354.5;-79.9;1.0;2993.0;2722.0;0.7840867142960803;0.04016702976690032
2024/06/13;14:03:00.397;48.658179466;6.138446168;412.6939;2;14;0.0458;0.0487;0.0906;0.0089;0.0202;-0.044;0.4;1.1;483.4000000209808;3152.9252411824064;10.583333333333334;354.5;-83.54431049673147;1.0;2993.0;2722.0;0.7870370370370369;0.04117985126471536
2024/06/13;14:03:00.497;48.658173994;6.138435271;412.7223;2;13;0.0458;0.0487;0.0906;0.009;0.0201;-0.044;0.5;1.1;483.50000002098085;3153.9835745157397;10.583333333333334;354.5;-85.15;1.0;3032.934049610116;2722.0;0.7623294735994938;0.04110259337220002
2024/06/13;14:03:00.597;48.658168467;6.138424215;412.7558;2;13;0.0458;0.0487;0.0906;0.009;0.02;-0.044;0.6;1.1;483.6000000209808;3155.0419078490727;10.583333333333334;354.5;-85.15;1.0;3092.0;2784.6992341704063;0.6481481481481483;0.040647054047441976
2024/06/13;14:03:00.697;48.658162854;6.138413065;412.7907;2;13;0.0458;0.0486;0.0905;0.0091;0.02;-0.044;0.7;1.1;483.70000002098084;3156.117535012823;10.756271637498008;354.5;-85.15;1.0;3092.0;3034.0;0.7057942495363729;0.04024914066994075
2024/06/13;14:03:00.797;48.65815714;6.138401838;412.8337;2;13;0.0458;0.0486;0.0905;0.0091;0.0199;-0.044;0.8;1.1;483.80000002098086;3157.2119794572677;10.944444444444445;353.54959099005504;-85.15;1.0;3092.0;3034.0;0.7685185185185185;0.040001451743775895
2024/06/13;14:03:00.897;48.658151496;6.138390546;412.8654;2;13;0.0458;0.0486;0.0905;0.0091;0.0198;-0.044;0.9;1.1;483.9000000209808;3158.3064239017117;10.944444444444445;353.5;-95.15;1.0;3105.2791416653954;3034.0;0.7685185185185185;0.039514705308569445
2024/06/13;14:03:00.997;48.658145785;6.138379155;412.9095;2;13;0.0457;0.0485;0.0904;0.0091;0.0198;-0.0439;0.0;1.1;484.00000002098085;3159.4008683461566;10.944444444444445;353.5;-95.15;1.0;3179.5648559511337;3034.0;0.649905606163412;0.039762453917153905
2024/06/13;14:03:01.097;48.658140106;6.138367651;412.9448;2;13;0.0457;0.0485;0.0904;0.0091;0.0198;-0.0439;0.1;1.1;484.1000000209808;3160.4953127906006;10.944444444444445;353.5;-95.15;1.0;3196.0;2950.283549801502;0.6481481481481483;0.03968467772123639
2024/06/13;14:03:01.197;48.65813444;6.138356013;412.9835;2;13;0.0457;0.0485;0.0904;0.0091;0.0197;-0.0439;0.2;1.1;484.20000002098084;3161.6230905683788;11.277777777777779;353.35521666059174;-95.15;1.0;3196.0;2948.0;0.7592592592592595;0.039266805505834536
2024/06/13;14:03:01.297;48.658128695;6.138344186;413.0558;2;13;0.0456;0.0484;0.0903;0.0091;0.0197;-0.0439;0.3;1.1;484.30000002098086;3162.750868346157;11.277777777777779;353.0;-94.16560777760964;1.0;3196.0;2948.0;0.7592592592592595;0.04002291581156222
2024/06/13;14:03:01.397;48.658122895;6.138332383;413.1073;2;13;0.0456;0.0484;0.0903;0.0092;0.0196;-0.0439;0.4;1.1;484.4000000209808;3163.8786461239342;11.277777777777779;353.0;-93.4;1.0;3241.184020102786;2948.0;0.75088921990528;0.04032178508706669
2024/06/13;14:03:01.497;48.658117169;6.138320576;413.1174;2;13;0.0456;0.0484;0.0903;0.0092;0.0195;-0.0439;0.5;1.1;484.50000002098085;3165.0064239017124;11.277777777777779;353.0;-93.4;1.0;3303.0;2931.488950999418;0.6481481481481483;0.03912321183573135
2024/06/13;14:03:01.597;48.658111402;6.138308579;413.1556;2;13;0.0456;0.0483;0.0902;0.0092;0.0195;-0.0439;0.6;1.1;484.6000000209808;3166.1551716154654;11.487477137533263;353.0;-93.4;1.0;3303.0;2841.0;0.7180479347333097;0.03867232611708153
2024/06/13;14:03:01.697;48.658105611;6.138296429;413.2043;2;13;0.0456;0.0483;0.0902;0.0092;0.0194;-0.0439;0.7;1.1;484.70000002098084;3167.3190605043546;11.638888888888888;353.0;-93.7134801607493;1.0;3303.0;2841.0;0.7685185185185178;0.03834951073132781
2024/06/13;14:03:01.797;48.658099808;6.138284136;413.2314;2;13;0.0456;0.0483;0.0902;0.0093;0.0194;-0.0439;0.8;1.1;484.80000002098086;3168.482949393244;11.638888888888888;353.0;-94.15;1.0;3308.071488178431;2841.0;0.7685185185185178;0.037641923432219074
2024/06/13;14:03:01.897;48.658093918;6.138271684;413.2662;2;13;0.0456;0.0482;0.0902;0.0093;0.0193;-0.0439;0.9;1.1;484.9000000209808;3169.646838282132;11.638888888888888;353.0;-94.15;1.0;3381.8303534266524;2841.0;0.6948099028787436;0.03737295850771617
2024/06/13;14:03:01.997;48.658088066;6.138259196;413.3001;2;14;0.0455;0.0482;0.0901;0.0092;0.0193;-0.0439;0.0;1.1;485.00000002098085;3170.8107271710214;11.638888888888888;353.0;-94.15;1.0;3407.0;2813.4822742825827;0.6851851851851846;0.03679827673102667
2024/06/13;14:03:02.097;48.65808215;6.138246409;413.3713;2;14;0.0455;0.0481;0.0901;0.0092;0.0192;-0.0439;0.1;1.1;485.1000000209808;3172.0107271710212;12.0;352.88905290466903;-94.15;1.0;3407.0;2808.0;0.8055555555555554;0.0373257497757799
2024/06/13;14:03:02.197;48.65807618;6.138233415;413.46;2;14;0.0454;0.0481;0.09;0.0092;0.0191;-0.0439;0.2;1.1;485.20000002098084;3173.2107271710215;12.0;352.0;-94.60689505738155;1.0;3407.0;2808.0;0.8055555555555554;0.03874743603487973
2024/06/13;14:03:02.297;48.65807028;6.138220727;413.4811;2;13;0.0454;0.0482;0.0902;0.0094;0.0186;-0.044;0.3;1.1;485.30000002098086;3174.410727171022;12.0;352.0;-95.4;1.0;3444.3196303219574;2808.0;0.7835192967839818;0.038047086600269044
2024/06/13;14:03:02.397;48.658064372;6.138207908;413.4932;2;13;0.0454;0.0481;0.0903;0.0095;0.0184;-0.044;0.4;1.1;485.4000000209808;3175.6107271710216;12.0;352.0;-95.4;1.0;3514.0;2804.34452860362;0.7037037037037036;0.03684628387443555
2024/06/13;14:03:02.497;48.658058404;6.138194904;413.5152;2;13;0.0453;0.0481;0.0901;0.0093;0.0184;-0.0437;0.5;1.1;485.50000002098085;3176.8267053447057;12.159781736836313;352.0;-95.4;1.0;3514.0;2766.0;0.7569642826491414;0.035969312816365624
2024/06/13;14:03:02.597;48.658052446;6.138181722;413.5493;2;13;0.045;0.0481;0.0899;0.0091;0.0185;-0.0434;0.6;1.1;485.6000000209808;3178.0628164558166;12.36111111111111;352.8212122484367;-95.4;1.0;3514.0;2766.0;0.8240740740740738;0.035517268154038655
2024/06/13;14:03:02.697;48.658046446;6.138168384;413.5933;2;14;0.0448;0.048;0.0896;0.0088;0.0187;-0.0431;0.7;1.1;485.70000002098084;3179.298927566928;12.36111111111111;353.0;-97.15;1.0;3519.306368258992;2766.0;0.8240740740740738;0.03544044982567796
2024/06/13;14:03:02.797;48.658040472;6.138154959;413.6304;2;14;0.0447;0.048;0.0894;0.0086;0.0188;-0.0429;0.8;1.1;485.80000002098086;3180.535038678039;12.36111111111111;353.0;-97.15;1.0;3586.6822547838474;2766.0;0.7517349265022736;0.03513054138684925
2024/06/13;14:03:02.897;48.658034446;6.138141394;413.6703;2;14;0.0446;0.0479;0.0892;0.0085;0.0189;-0.0427;0.9;1.1;485.9000000209808;3181.77114978915;12.36111111111111;353.0;-97.15;1.0;3609.0;2701.764065306117;0.7037037037037036;0.03495977402568158
2024/06/13;14:03:02.997;48.658028467;6.138127734;413.7102;2;14;0.0445;0.0478;0.0891;0.0084;0.019;-0.0426;0.0;1.1;486.00000002098085;3183.0433720113724;12.722222222222221;353.0;-96.91341753849906;1.0;3609.0;2693.0;0.8240740740740738;0.03510991211183314
2024/06/13;14:03:03.097;48.658022453;6.138113937;413.7609;2;14;0.0444;0.0478;0.089;0.0084;0.0191;-0.0426;0.1;1.1;486.1000000209808;3184.3155942335943;12.722222222222221;353.0;-96.03313584835848;1.0;3609.0;2693.0;0.8240740740740738;0.035333099459497204
2024/06/13;14:03:03.197;48.658016407;6.138100035;413.8068;2;14;0.0444;0.0477;0.0889;0.0084;0.0191;-0.0425;0.2;1.1;486.20000002098084;3185.5878164558167;12.722222222222221;353.0;-95.9;1.0;3660.357948563811;2693.0;0.8240740740740738;0.03533772976809526
2024/06/13;14:03:03.297;48.658010322;6.138086087;413.8498;2;14;0.0444;0.0477;0.0888;0.0084;0.019;-0.0425;0.3;1.1;486.30000002098086;3186.860038678039;12.722222222222221;353.0;-95.9;1.0;3704.0;2668.260256231441;0.7159132857039191;0.03499543514590067
2024/06/13;14:03:03.397;48.658004202;6.138071969;413.8919;2;14;0.0443;0.0477;0.0888;0.0084;0.019;-0.0425;0.4;1.1;486.4000000209808;3188.1512592207473;12.912205427089376;353.0;-95.9;1.0;3704.0;2622.0;0.7762906979186806;0.033995850637110775
2024/06/13;14:03:03.497;48.657998049;6.13805775;413.9337;2;14;0.0443;0.0476;0.0887;0.0084;0.0189;-0.0424;0.5;1.1;486.50000002098085;3189.454036998525;13.027777777777777;352.09133631248056;-95.9;1.0;3704.0;2622.0;0.8148148148148143;0.03413909091800116
2024/06/13;14:03:03.597;48.657991928;6.138043438;413.9711;2;14;0.0443;0.0476;0.0887;0.0084;0.0189;-0.0424;0.6;1.1;486.6000000209808;3190.7568147763027;13.027777777777777;352.0;-96.4;1.0;3713.3557735991085;2622.0;0.8148148148148143;0.03401468373252845
2024/06/13;14:03:03.697;48.657985791;6.138029042;414.0148;2;14;0.0442;0.0476;0.0886;0.0085;0.0188;-0.0424;0.7;1.1;486.70000002098084;3192.0595925540806;13.027777777777777;352.0;-96.4;1.0;3786.017644102717;2622.0;0.7571687134265895;0.03404443504115293
2024/06/13;14:03:03.797;48.657979656;6.138014414;414.0696;2;14;0.0442;0.0475;0.0886;0.0085;0.0188;-0.0424;0.8;1.1;486.80000002098086;3193.3623703318585;13.027777777777777;352.0;-96.4;1.0;3805.0;2346.8127655911126;0.6944444444444441;0.0341744252370164
2024/06/13;14:03:03.897;48.657973489;6.137999763;414.1112;2;15;0.0442;0.0475;0.0885;0.0085;0.0187;-0.0423;0.9;1.1;486.9000000209808;3194.6957036651916;13.333333333333332;352.27892064299704;-96.4;1.0;3805.0;2324.0;0.7962962962962958;0.03422199155246632
2024/06/13;14:03:03.997;48.657967225;6.137985078;414.1484;2;14;0.0444;0.0474;0.0887;0.0085;0.0186;-0.0427;0.0;1.1;487.00000002098085;3196.029036998525;13.333333333333332;353.5;-91.36984120771189;1.0;3805.0;2324.0;0.7962962962962958;0.033810805133125135
2024/06/13;14:03:04.097;48.657960975;6.13797035;414.1753;2;14;0.0443;0.0474;0.0886;0.0083;0.0187;-0.0426;0.1;1.1;487.1000000209808;3197.362370331858;13.333333333333332;353.5;-85.15;1.0;3835.625413337341;2324.0;0.7962962962962958;0.03336429485797959
2024/06/13;14:03:04.197;48.657954736;6.137955408;414.2128;2;14;0.0441;0.0473;0.0885;0.008;0.0189;-0.0424;0.2;1.1;487.20000002098084;3198.6957036651916;13.333333333333332;353.5;-85.15;1.0;3882.0;2310.826802886207;0.6851851851851846;0.033147103515104345
2024/06/13;14:03:04.297;48.657948519;6.137940382;414.253;2;13;0.0444;0.0473;0.0887;0.0086;0.0185;-0.0428;0.3;1.1;487.30000002098086;3200.0402151291746;13.445114639828624;353.5;-85.15;1.0;3882.0;2249.0;0.7224456206836152;0.032094659990934034
2024/06/13;14:03:04.397;48.657942269;6.1379253;414.2975;2;14;0.0447;0.0474;0.089;0.0093;0.018;-0.0432;0.4;1.1;487.4000000209808;3201.3985484625073;13.583333333333332;353.5;-85.55053357483438;1.0;3882.0;2249.0;0.7685185185185178;0.031711197099246746
2024/06/13;14:03:04.497;48.657936098;6.137910072;414.3373;2;14;0.0446;0.0473;0.0888;0.009;0.0181;-0.0431;0.5;1.1;487.50000002098085;3202.756881795841;13.583333333333332;353.5;-86.15;1.0;3889.0168715219374;2249.0;0.7685185185185178;0.03230359861783082
2024/06/13;14:03:04.597;48.657929931;6.137894721;414.3792;2;14;0.0443;0.0472;0.0886;0.0085;0.0184;-0.0427;0.6;1.1;487.6000000209808;3204.1152151291735;13.583333333333332;353.5;-86.15;1.0;3936.1866828426782;2249.0;0.6986187319333563;0.03222273652937667
2024/06/13;14:03:04.697;48.657923594;6.137879237;414.4318;2;16;0.044;0.0472;0.0883;0.0081;0.0186;-0.0424;0.7;1.2;487.70000002098084;3205.473548462507;13.583333333333332;353.5;-86.15;1.0;3957.0;2231.3177950549057;0.6481481481481483;0.03216074516690862
2024/06/13;14:03:04.797;48.657917326;6.137863714;414.4729;2;15;0.0439;0.0471;0.0881;0.0079;0.0187;-0.0422;0.8;1.0;487.80000002098086;3206.856521464952;13.829730024444046;353.5;-86.15;1.0;3957.0;2224.0;0.7302803785183863;0.03234171432930751
