date;heure;latitude;longitude;height;Q;ns;sdn(m);sde(m);sdu(m);sdne(m);sdeu(m);sdun(m);age(s);ratio;temps;distance;vitesse;tension;courant;frein;omega;couple;accel;theta
2024/06/13;13:58:42.397;48.670180133;6.158417101;282.5029;2;14;0.0371;0.0273;0.0693;0.0076;0.0219;0.035;0.4;1.3;225.40000002098083;948.0204817800776;0.0;368.31416709602416;-0.5216658079516163;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:42.497;48.670180121;6.158417097;282.5025;2;14;0.0371;0.0273;0.0692;0.0076;0.0219;0.035;0.5;1.3;225.50000002098085;948.0204817800776;0.0;368.3172119775783;-0.5155760448433998;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:42.597;48.670180125;6.158417089;282.5033;2;14;0.0371;0.0273;0.0692;0.0076;0.0219;0.035;0.6;1.2;225.60000002098084;948.0204817800776;0.0;368.3202568591324;-0.5094862817351851;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:42.697;48.670180144;6.158417113;282.505;2;14;0.0371;0.0273;0.0692;0.0076;0.0219;0.035;0.7;1.2;225.70000002098084;948.0204817800776;0.0;368.32330174068653;-0.5033965186269703;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:42.797;48.670180141;6.158417111;282.503;2;13;0.0371;0.0275;0.0692;0.0081;0.0216;0.0349;0.8;1.0;225.80000002098083;948.0204817800776;0.0;368.32634662224064;-0.4973067555187556;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:42.897;48.670180101;6.158417081;282.5031;2;13;0.0372;0.0276;0.0692;0.0082;0.0215;0.0348;0.9;1.0;225.90000002098083;948.0204817800776;0.0;368.32939150379474;-0.49121699241054084;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:42.997;48.670180106;6.158417087;282.5021;2;14;0.037;0.0273;0.0691;0.0076;0.0217;0.0349;0.0;1.2;226.00000002098085;948.0204817800776;0.0;368.33243638534884;-0.4851272293023243;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.097;48.670180118;6.158417098;282.5021;2;13;0.0371;0.0275;0.0691;0.0081;0.0215;0.0348;0.1;1.0;226.10000002098084;948.0204817800776;0.0;368.33548126690295;-0.4790374661941096;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.197;48.670180097;6.158417093;282.4998;2;13;0.0371;0.0275;0.0691;0.0082;0.0214;0.0347;0.2;1.0;226.20000002098084;948.0204817800776;0.0;368.33852614845705;-0.47294770308589484;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.297;48.670180089;6.15841711;282.4962;2;13;0.0371;0.0275;0.069;0.0082;0.0214;0.0347;0.3;1.0;226.30000002098083;948.0204817800776;0.0;368.34157103001115;-0.4668579399776801;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.397;48.670180106;6.158417104;282.4964;2;13;0.0371;0.0275;0.069;0.0082;0.0213;0.0347;0.4;1.0;226.40000002098083;948.0204817800776;0.0;368.34461591156526;-0.46076817686946536;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.497;48.670180099;6.158417102;282.4976;2;13;0.0371;0.0275;0.069;0.0082;0.0213;0.0347;0.5;1.0;226.50000002098085;948.0204817800776;0.0;368.34766079311936;-0.45467841376124896;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.597;48.670180128;6.158417114;282.5007;2;13;0.0371;0.0275;0.0689;0.0082;0.0213;0.0347;0.6;1.0;226.60000002098084;948.0204817800776;0.0;368.35070567467346;-0.4485886506530341;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.697;48.670180121;6.158417109;282.5021;2;13;0.037;0.0275;0.0689;0.0082;0.0212;0.0346;0.7;1.0;226.70000002098084;948.0204817800776;0.0;368.35375055622757;-0.44249888754481936;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.797;48.670180141;6.158417086;282.5046;2;13;0.037;0.0275;0.0689;0.0082;0.0212;0.0346;0.8;1.0;226.80000002098083;948.0204817800776;0.0;368.35679543778167;-0.4364091244366046;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.897;48.670180117;6.158417117;282.4984;2;14;0.0369;0.0273;0.0687;0.0076;0.0215;0.0347;0.9;1.2;226.90000002098083;948.0204817800776;0.0;368.35984031933583;-0.4303193613283899;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:43.997;48.670180101;6.158417102;282.4983;2;13;0.037;0.0274;0.0687;0.008;0.0212;0.0346;0.0;1.0;227.00000002098085;948.0204817800776;0.0;368.36288520088993;-0.4242295982201735;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.097;48.67018013;6.158417106;282.4997;2;13;0.037;0.0275;0.0687;0.0083;0.0211;0.0345;0.1;1.0;227.10000002098084;948.0204817800776;0.0;368.36593008244404;-0.41813983511195874;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.197;48.670180145;6.158417092;282.5021;2;13;0.037;0.0275;0.0687;0.0083;0.0211;0.0345;0.2;1.0;227.20000002098084;948.0204817800776;0.0;368.36897496399814;-0.412050072003744;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.297;48.670180101;6.15841713;282.4955;2;13;0.037;0.0275;0.0686;0.0083;0.021;0.0345;0.3;1.0;227.30000002098083;948.0204817800776;0.0;368.37201984555224;-0.40596030889552925;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.397;48.670180101;6.15841711;282.4942;2;13;0.037;0.0275;0.0686;0.0082;0.021;0.0345;0.4;1.0;227.40000002098083;948.0204817800776;0.0;368.37506472710635;-0.3998705457873144;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:44.497;48.670180135;6.158417057;282.5037;2;14;0.0369;0.0272;0.0685;0.0075;0.0213;0.0346;0.5;1.2;227.50000002098085;948.0204817800776;0.0;368.37810960866045;-0.393780782679098;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.597;48.670180125;6.158417062;282.5014;2;14;0.0368;0.0272;0.0684;0.0075;0.0213;0.0346;0.6;1.2;227.60000002098084;948.0204817800776;0.0;368.38115449021456;-0.38769101957088326;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.697;48.670180159;6.158417015;282.5099;2;14;0.0368;0.0272;0.0684;0.0074;0.0213;0.0346;0.7;1.2;227.70000002098084;948.0204817800776;0.0;368.38419937176866;-0.3816012564626685;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.797;48.670180159;6.158417037;282.507;2;14;0.0368;0.0272;0.0683;0.0074;0.0213;0.0346;0.8;1.2;227.80000002098083;948.0204817800776;0.0;368.38724425332276;-0.3755114933544538;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.897;48.670180114;6.158417034;282.5036;2;14;0.0368;0.0272;0.0683;0.0074;0.0212;0.0346;0.9;1.2;227.90000002098083;948.0204817800776;0.0;368.39028913487687;-0.36942173024623903;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:44.997;48.670180114;6.158417006;282.5052;2;14;0.0368;0.0271;0.0682;0.0074;0.0212;0.0345;0.0;1.2;228.00000002098085;948.0204817800776;0.0;368.39333401643097;-0.3633319671380225;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:45.097;48.670180075;6.158417033;282.5005;2;14;0.0367;0.0271;0.0682;0.0074;0.0212;0.0345;0.1;1.2;228.10000002098084;948.0204817800776;0.0;368.3963788979851;-0.3572422040298078;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:45.197;48.67018008;6.158417061;282.5025;2;14;0.0367;0.0271;0.0682;0.0074;0.0212;0.0345;0.2;1.2;228.20000002098084;948.0204817800776;0.0;368.3994237795392;-0.35115244092159303;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:45.297;48.670180077;6.158417088;282.4994;2;13;0.0368;0.0273;0.0682;0.0079;0.0209;0.0344;0.3;1.1;228.30000002098083;948.0204817800776;0.0;368.40246866109334;-0.3450626778133783;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:45.397;48.670180065;6.158417085;282.4971;2;13;0.0368;0.0274;0.0682;0.008;0.0208;0.0343;0.4;1.1;228.40000002098083;948.0204817800776;0.0;368.40551354264744;-0.33897291470516355;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:45.497;48.670180064;6.158417075;282.4983;2;13;0.0368;0.0274;0.0682;0.008;0.0207;0.0343;0.5;1.1;228.50000002098085;948.0204817800776;0.0;368.40855842420154;-0.33288315159694704;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:45.597;48.67018006;6.158417056;282.4972;2;13;0.0368;0.0274;0.0681;0.008;0.0207;0.0343;0.6;1.1;228.60000002098084;948.0204817800776;0.0;368.41160330575565;-0.3267933884887323;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:45.697;48.67018008;6.158417037;282.503;2;13;0.0368;0.0274;0.0681;0.008;0.0207;0.0343;0.7;1.1;228.70000002098084;948.0204817800776;0.0;368.41464818730975;-0.32070362538051755;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:45.797;48.670180106;6.158417055;282.5037;2;13;0.0368;0.0274;0.0681;0.008;0.0206;0.0342;0.8;1.1;228.80000002098083;948.0204817800776;0.0;368.41769306886385;-0.3146138622723028;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:45.897;48.670180069;6.158417064;282.4967;2;13;0.0368;0.0274;0.068;0.008;0.0206;0.0342;0.9;1.1;228.90000002098083;948.0204817800776;0.0;368.42073795041796;-0.3085240991640881;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:45.997;48.670180074;6.158417077;282.4956;2;13;0.0367;0.0273;0.068;0.008;0.0206;0.0342;0.0;1.1;229.00000002098085;948.0204817800776;0.0;368.42378283197206;-0.30243433605587156;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.097;48.670180087;6.158417086;282.4978;2;13;0.0367;0.0273;0.0679;0.008;0.0206;0.0342;0.1;1.1;229.10000002098084;948.0204817800776;0.0;368.42682771352617;-0.2963445729476568;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.197;48.670180031;6.15841706;282.4986;2;13;0.0367;0.0273;0.0679;0.008;0.0205;0.0341;0.2;1.1;229.20000002098084;948.0204817800776;0.0;368.42987259508027;-0.2902548098394421;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.297;48.670180038;6.158417068;282.4973;2;13;0.0367;0.0273;0.0678;0.008;0.0205;0.0341;0.3;1.1;229.30000002098083;948.0204817800776;0.0;368.4329174766344;-0.28416504673122733;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:46.397;48.670180055;6.15841707;282.496;2;13;0.0367;0.0273;0.0678;0.0079;0.0205;0.0341;0.4;1.1;229.40000002098083;948.0204817800776;0.0;368.4359623581885;-0.2780752836230126;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.497;48.670180073;6.158417084;282.4968;2;13;0.0367;0.0273;0.0678;0.0079;0.0205;0.0341;0.5;1.1;229.50000002098085;948.0204817800776;0.0;368.4390072397426;-0.2719855205147961;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.597;48.67018006;6.158417086;282.4951;2;13;0.0367;0.0273;0.0677;0.0079;0.0204;0.0341;0.6;1.1;229.60000002098084;948.0204817800776;0.0;368.4420521212967;-0.26589575740658133;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.697;48.670180049;6.158417096;282.4944;2;13;0.0366;0.0273;0.0677;0.0079;0.0204;0.0341;0.7;1.1;229.70000002098084;948.0204817800776;0.0;368.44509700285084;-0.2598059942983666;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.797;48.670180094;6.15841708;282.4975;2;13;0.0366;0.0273;0.0677;0.0079;0.0204;0.034;0.8;1.1;229.80000002098083;948.0204817800776;0.0;368.44814188440495;-0.25371623119015185;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.897;48.670180074;6.158417088;282.4965;2;13;0.0366;0.0273;0.0676;0.0079;0.0203;0.034;0.9;1.1;229.90000002098083;948.0204817800776;0.0;368.45118676595905;-0.2476264680819371;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:46.997;48.67018007;6.158417087;282.4975;2;13;0.0366;0.0273;0.0676;0.0079;0.0203;0.034;0.0;1.1;230.00000002098085;948.0204817800776;0.0;368.45423164751315;-0.2415367049737207;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.097;48.670180071;6.158417105;282.4934;2;13;0.0366;0.0272;0.0675;0.0079;0.0203;0.034;0.1;1.1;230.10000002098084;948.0204817800776;0.0;368.45727652906726;-0.23544694186550597;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.197;48.670180094;6.158417096;282.4957;2;13;0.0366;0.0272;0.0675;0.0079;0.0203;0.0339;0.2;1.1;230.20000002098084;948.0204817800776;0.0;368.46032141062136;-0.2293571787572911;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.297;48.670180085;6.158417122;282.4933;2;13;0.0365;0.0272;0.0674;0.0079;0.0202;0.0339;0.3;1.1;230.30000002098083;948.0204817800776;0.0;368.46336629217546;-0.22326741564907637;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.397;48.670180079;6.158417102;282.4953;2;13;0.0365;0.0272;0.0674;0.0079;0.0202;0.0339;0.4;1.1;230.40000002098083;948.0204817800776;0.0;368.46641117372957;-0.21717765254086163;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:47.497;48.670180093;6.158417113;282.4942;2;13;0.0365;0.0272;0.0674;0.0078;0.0202;0.0339;0.5;1.1;230.50000002098085;948.0204817800776;0.0;368.4694560552837;-0.21108788943264523;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.597;48.670180047;6.15841711;282.4916;2;13;0.0365;0.0272;0.0673;0.0078;0.0201;0.0339;0.6;1.1;230.60000002098084;948.0204817800776;0.0;368.4725009368378;-0.20499812632443049;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.697;48.670180065;6.158417103;282.4938;2;13;0.0365;0.0272;0.0673;0.0078;0.0201;0.0338;0.7;1.1;230.70000002098084;948.0204817800776;0.0;368.4755458183919;-0.19890836321621574;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.797;48.670180084;6.158417117;282.4932;2;13;0.0365;0.0272;0.0673;0.0078;0.0201;0.0338;0.8;1.1;230.80000002098083;948.0204817800776;0.0;368.478590699946;-0.192818600108001;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.897;48.670180098;6.158417108;282.495;2;13;0.0365;0.0272;0.0672;0.0078;0.02;0.0338;0.9;1.1;230.90000002098083;948.0204817800776;0.0;368.4816355815001;-0.18672883699978626;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:47.997;48.670180086;6.158417053;282.5009;2;13;0.0364;0.0272;0.0672;0.0078;0.02;0.0338;0.0;1.1;231.00000002098085;948.0204817800776;0.0;368.4846804630542;-0.18063907389156975;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:48.097;48.670180084;6.158417063;282.5009;2;13;0.0364;0.0272;0.0671;0.0078;0.02;0.0337;0.1;1.1;231.10000002098084;948.0204817800776;0.0;368.48772534460835;-0.174549310783355;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:48.197;48.670180066;6.15841712;282.4966;2;13;0.0364;0.0272;0.0671;0.0078;0.02;0.0337;0.2;1.1;231.20000002098084;948.0204817800776;0.0;368.49077022616245;-0.16845954767514026;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:48.297;48.670180063;6.1584171;282.4973;2;13;0.0364;0.0272;0.067;0.0078;0.02;0.0337;0.3;1.1;231.30000002098083;948.0204817800776;0.0;368.49381510771656;-0.16236978456692552;2.0;0.0;0.0;0.0;-1.5707963267948966
2024/06/13;13:58:48.397;48.670180063;6.15841707;282.4997;2;13;0.0364;0.0272;0.067;0.0078;0.0199;0.0337;0.4;1.1;231.40000002098083;948.0204817800776;0.0;368.49685998927066;-0.15628002145871078;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:48.497;48.670180085;6.158417095;282.5003;2;13;0.0364;0.0271;0.067;0.0078;0.0199;0.0337;0.5;1.1;231.50000002098085;948.0204817800776;0.0;368.49990487082476;-0.15019025835049427;2.0;0.0;0.0;0.0;1.5707963267948966
2024/06/13;13:58:48.597;48.670180068;6.15841708;282.5007;2;13;0.0364;0.0271;0.0669;0.0077;0.0199;0.0337;0.6;1.1;231.60000002098084;948.0204817800776;0.0;368.5;-0.15;1.0;0.0;122.89329561097831;0.0;1.5707963267948966
2024/06/13;13:58:48.697;48.670180058;6.158417083;282.4982;2;13;0.0364;0.0271;0.0669;0.0077;0.0198;0.0336;0.7;1.1;231.70000002098084;948.0204817800776;0.0;368.5;-0.15;1.0;0.0;773.957125398085;0.0;-1.5707963267948966
2024/06/13;13:58:48.797;48.670180065;6.158417061;282.5003;2;13;0.0363;0.0271;0.0669;0.0077;0.0198;0.0336;0.8;1.1;231.80000002098083;948.0204817800776;0.0;368.5;-1.831408619208413;1.0;0.0;918.0;0.0;-1.5707963267948966
2024/06/13;13:58:48.897;48.670180051;6.158417066;282.4993;2;13;0.0363;0.0271;0.0668;0.0077;0.0198;0.0336;0.9;1.1;231.90000002098083;948.0204817800776;0.0;368.5;-3.9904995282992104;1.0;0.0;918.0;0.0;1.5707963267948966
2024/06/13;13:58:48.997;48.670180101;6.158417118;282.4992;2;13;0.0363;0.0271;0.0668;0.0077;0.0198;0.0336;0.0;1.1;232.00000002098085;948.0204817800776;0.0;368.5;-4.9;1.0;29.34545964161292;918.0;0.0;1.5707963267948966
2024/06/13;13:58:49.097;48.670180111;6.158417083;282.5039;2;13;0.0363;0.0271;0.0667;0.0077;0.0197;0.0335;0.1;1.1;232.10000002098084;948.0204817800776;0.0;368.5;-4.9;1.0;72.0;1379.1910495502393;0.0;1.5707963267948966
2024/06/13;13:58:49.197;48.670180086;6.158417088;282.4995;2;13;0.0363;0.0271;0.0667;0.0077;0.0197;0.0335;0.2;1.1;232.20000002098084;948.0332580505999;0.1277627052226495;368.5;-4.9;1.0;72.0;3242.0;0.042587568407549826;0.07032691944723383
2024/06/13;13:58:49.297;48.670180041;6.158417065;282.4992;2;13;0.0363;0.0271;0.0666;0.0077;0.0197;0.0335;0.3;1.1;232.30000002098083;948.0610358283777;0.2777777777777778;368.1290014895736;-4.9;1.0;72.0;3242.0;0.0925925925925926;0.04681682168148572
2024/06/13;13:58:49.397;48.670180089;6.158417064;282.5022;2;13;0.0362;0.0271;0.0666;0.0077;0.0196;0.0335;0.4;1.1;232.40000002098083;948.0888136061556;0.2777777777777778;368.0;-13.15;1.0;87.81365637726789;3242.0;0.0925925925925926;0.09048593976903024
2024/06/13;13:58:49.497;48.67018013;6.158417056;282.5044;2;13;0.0362;0.0271;0.0666;0.0077;0.0196;0.0335;0.5;1.1;232.50000002098085;948.1165913839334;0.2777777777777778;368.0;-13.15;1.0;181.51995008358244;3242.0;0.0925925925925926;0.07891217675057895
2024/06/13;13:58:49.597;48.670180111;6.158417035;282.5004;2;13;0.0362;0.0271;0.0665;0.0077;0.0196;0.0334;0.6;1.1;232.60000002098084;948.1443691617112;0.2777777777777778;368.0;-13.15;1.0;206.0;3655.330244188902;0.0925925925925926;0.04275471908409182
2024/06/13;13:58:49.697;48.670180149;6.158416967;282.5039;2;13;0.0362;0.0271;0.0665;0.0076;0.0195;0.0334;0.7;1.1;232.70000002098084;948.2527024950446;1.0833333333333333;367.67957403240797;-13.15;1.0;206.0;3684.0;0.3611111111111111;0.04088655769168704
2024/06/13;13:58:49.797;48.67018021;6.158416799;282.4953;2;13;0.0362;0.0271;0.0665;0.0076;0.0195;0.0334;0.8;1.1;232.80000002098083;948.3610358283779;1.0833333333333333;366.5;-16.593251602409396;1.0;206.0;3684.0;0.3611111111111111;-0.006459971355528122
2024/06/13;13:58:49.897;48.670180372;6.158416432;282.4988;2;13;0.0362;0.0271;0.0664;0.0076;0.0195;0.0334;0.9;1.1;232.90000002098083;948.4693691617113;1.0833333333333333;366.5;-20.15;1.0;293.02662555056037;3684.0;0.3611111111111111;0.005123734742883329
2024/06/13;13:58:49.997;48.670180599;6.158415924;282.5019;2;13;0.0365;0.0274;0.0669;0.0061;0.0184;0.0339;0.0;1.0;233.00000002098085;948.5777024950446;1.0833333333333333;366.5;-20.15;1.0;409.0;3618.4067074978343;0.3611111111111111;0.007896168314490441
2024/06/13;13:58:50.097;48.670181035;6.158415283;282.5055;2;13;0.0365;0.0276;0.0671;0.0053;0.0179;0.0341;0.1;1.0;233.10000002098084;948.7348047124972;1.571022174526207;366.5;-20.15;1.0;409.0;3406.0;0.5236740581754024;0.016937497525029332
2024/06/13;13:58:50.197;48.670181556;6.158414454;282.5126;2;13;0.0363;0.0276;0.0669;0.0054;0.0179;0.0338;0.2;1.0;233.20000002098084;948.9209158236083;1.8611111111111112;366.5;-21.237864636224174;1.0;409.0;3406.0;0.6203703703703703;0.01876652278322728
2024/06/13;13:58:50.297;48.670182052;6.158413477;282.5158;2;13;0.0361;0.0276;0.0667;0.0057;0.018;0.0335;0.3;1.0;233.30000002098083;949.1070269347194;1.8611111111111112;366.5;-22.4;1.0;434.554794564634;3406.0;0.6203703703703703;0.020704877861983825
2024/06/13;13:58:50.397;48.67018268;6.15841232;282.5186;2;13;0.036;0.0275;0.0665;0.006;0.0181;0.0333;0.4;1.1;233.40000002098083;949.2931380458306;1.8611111111111112;366.5;-22.4;1.0;577.5125410435032;3406.0;0.6203703703703703;0.018306119138427366
2024/06/13;13:58:50.497;48.670183432;6.158410959;282.5215;2;13;0.0359;0.0275;0.0663;0.0062;0.0182;0.0331;0.5;1.1;233.50000002098085;949.4792491569417;1.8611111111111112;366.5;-22.4;1.0;612.0;2775.9429928733443;0.6203703703703703;0.018712245701748596
2024/06/13;13:58:50.597;48.670184236;6.158409542;282.5104;2;13;0.0358;0.0275;0.0662;0.0063;0.0182;0.033;0.6;1.1;233.60000002098084;949.7320269347194;2.5277777777777777;366.5;-22.30624597398678;1.0;612.0;2750.0;0.8425925925925926;0.01098378497939688
2024/06/13;13:58:50.697;48.670185136;6.158407805;282.5065;2;13;0.0358;0.0275;0.0661;0.0063;0.0183;0.033;0.7;1.1;233.70000002098084;949.9848047124972;2.5277777777777777;366.5;-21.781770449511285;1.0;612.0;2750.0;0.8425925925925926;0.0064652419616473234
2024/06/13;13:58:50.797;48.670186179;6.158406023;282.5015;2;13;0.0358;0.0275;0.066;0.0064;0.0182;0.0329;0.8;1.1;233.80000002098083;950.2375824902749;2.5277777777777777;366.5;-21.65;1.0;696.5371569976704;2750.0;0.8425925925925926;0.0037436103772961024
2024/06/13;13:58:50.897;48.670187323;6.158404034;282.5008;2;13;0.0358;0.0275;0.066;0.0064;0.0182;0.0329;0.9;1.1;233.90000002098083;950.4903602680527;2.5277777777777777;366.5;-21.65;1.0;787.0;2560.391486610638;0.8425925925925926;0.0023482893457962813
2024/06/13;13:58:50.997;48.670188567;6.158401756;282.5104;2;13;0.0362;0.0275;0.0665;0.0055;0.0178;0.0335;0.0;1.1;234.00000002098085;950.778685400597;2.8832513254435743;366.5;-21.65;1.0;787.0;2149.0;0.9610837751478581;0.003444257111196008
2024/06/13;13:58:51.097;48.67018991;6.158399395;282.5221;2;13;0.0363;0.0275;0.0666;0.0051;0.0176;0.0338;0.1;1.0;234.10000002098084;951.0814631783749;3.0277777777777777;366.9991932962761;-21.65;1.0;787.0;2149.0;1.0092592592592593;0.006925772580223663
2024/06/13;13:58:51.197;48.670191267;6.158396995;282.5125;2;13;0.0361;0.0275;0.0665;0.0052;0.0176;0.0336;0.2;1.0;234.20000002098084;951.3842409561527;3.0277777777777777;367.0;-10.65;1.0;799.4383836114237;2149.0;1.0092592592592593;0.004726819237225345
2024/06/13;13:58:51.297;48.670192763;6.158394392;282.5144;2;13;0.036;0.0275;0.0662;0.0055;0.0177;0.0333;0.3;1.1;234.30000002098083;951.6870187339305;3.0277777777777777;367.0;-10.65;1.0;862.0190287727099;2149.0;1.0092592592592593;0.004663767537575589
2024/06/13;13:58:51.397;48.670194337;6.158391776;282.5051;2;13;0.0358;0.0275;0.066;0.0058;0.0178;0.033;0.4;1.1;234.40000002098083;951.9897965117083;3.0277777777777777;367.0;-10.65;1.0;884.0;24.73448053785478;1.0092592592592593;0.001360435499247334
2024/06/13;13:58:51.497;48.670195933;6.158388898;282.4998;2;13;0.0357;0.0275;0.0659;0.006;0.0179;0.0329;0.5;1.1;234.50000002098085;952.3147965117083;3.2499999999999996;367.45914937743305;-10.65;1.0;884.0;-405.0;1.0833333333333333;-0.00011643301177854419
2024/06/13;13:58:51.597;48.670197553;6.15838599;282.4854;2;13;0.0357;0.0274;0.0658;0.0061;0.0179;0.0328;0.6;1.1;234.60000002098084;952.6397965117083;3.2499999999999996;368.5;-1.8277369949018265;1.0;884.0;-405.0;1.0833333333333333;-0.003312167483598469
2024/06/13;13:58:51.697;48.670199297;6.158382842;282.4899;2;12;0.0361;0.0275;0.0662;0.0054;0.0176;0.0334;0.7;1.1;234.70000002098084;952.9647965117082;3.2499999999999996;368.5;4.35;1.0;903.3041173983669;-405.0;1.0833333333333333;-0.0016786941475255776
2024/06/13;13:58:51.797;48.670201092;6.158379726;282.4861;2;12;0.0363;0.0275;0.0666;0.0046;0.0172;0.0339;0.8;1.1;234.80000002098083;953.2897965117081;3.2499999999999996;368.5;4.35;1.0;915.0;-1034.5908699415104;1.0833333333333333;-0.0026948410464914577
2024/06/13;13:58:51.897;48.670202945;6.158376467;282.4813;2;12;0.0364;0.0276;0.0667;0.0042;0.017;0.034;0.9;1.1;234.90000002098083;953.6064631783747;3.1666666666666665;368.5;4.765228791973281;1.0;915.0;-1068.0;1.0555555555555556;-0.0032223411457436065
2024/06/13;13:58:51.997;48.670204938;6.158373178;282.478;2;13;0.0364;0.0275;0.0667;0.0041;0.0169;0.034;0.0;1.0;235.00000002098085;953.9231298450414;3.1666666666666665;368.5;5.6;1.0;908.0310580933706;-1068.0;1.0555555555555556;-0.003591592893531318
2024/06/13;13:58:52.097;48.670206896;6.158369757;282.473;2;12;0.0364;0.0275;0.0666;0.0042;0.0169;0.034;0.1;1.1;235.10000002098084;954.239796511708;3.1666666666666665;368.5;5.6;1.0;888.0;-916.1367129785933;1.0555555555555556;-0.004968352154911259
2024/06/13;13:58:52.197;48.67020883;6.158366302;282.4761;2;12;0.0364;0.0275;0.0666;0.0041;0.0169;0.0339;0.2;1.1;235.20000002098084;954.539796511708;3.0;368.43749390772615;5.6;1.0;888.0;-579.0;0.9574124315924503;-0.0035963668324956637
2024/06/13;13:58:52.297;48.670210665;6.158362973;282.4676;2;12;0.0364;0.0275;0.0665;0.0041;0.0169;0.0339;0.3;1.1;235.30000002098083;954.839796511708;3.0;368.0;4.737004468721043;1.0;888.0;-579.0;0.9074074074074074;-0.0046615852930220495
